"adj"	"grad"	"freq"
"653"	"careful"	"NotGradable"	0
"654"	"cheap"	"NotGradable"	60
"655"	"cheeky"	"NotGradable"	0
"656"	"clean"	"NotGradable"	33
"657"	"clear"	"NotGradable"	0
"658"	"clever"	"NotGradable"	22
"659"	"close"	"NotGradable"	0
"660"	"cold"	"NotGradable"	91
"661"	"comfortable"	"NotGradable"	26
"662"	"common"	"NotGradable"	0
"663"	"competent"	"NotGradable"	6
"664"	"competitive"	"NotGradable"	8
"665"	"concerned"	"NotGradable"	10
"666"	"confident"	"NotGradable"	14
"667"	"conservative"	"NotGradable"	0
"668"	"convenient"	"NotGradable"	5
"669"	"convinced"	"NotGradable"	2
"670"	"cool"	"NotGradable"	191
"671"	"correct"	"NotGradable"	43
"672"	"crappy"	"NotGradable"	0
"673"	"crazy"	"NotGradable"	36
"674"	"cultural"	"NotGradable"	0
"675"	"curious"	"NotGradable"	7
"676"	"cute"	"NotGradable"	31
"677"	"dangerous"	"NotGradable"	37
"678"	"dark"	"NotGradable"	0
"679"	"dear"	"NotGradable"	10
"680"	"decent"	"NotGradable"	47
"681"	"deep"	"NotGradable"	34
"682"	"definite"	"NotGradable"	0
"683"	"dependent"	"NotGradable"	9
"684"	"depressed"	"NotGradable"	3
"685"	"desperate"	"NotGradable"	20
"686"	"different"	"NotGradable"	454
"687"	"difficult"	"NotGradable"	0
"688"	"disappointed"	"NotGradable"	3
"689"	"dominant"	"NotGradable"	4
"690"	"dramatic"	"NotGradable"	6
"691"	"dreadful"	"NotGradable"	15
"692"	"dry"	"NotGradable"	0
"693"	"dull"	"NotGradable"	12
"694"	"dumb"	"NotGradable"	13
"695"	"early"	"NotGradable"	110
"696"	"easy"	"NotGradable"	88
"697"	"efficient"	"NotGradable"	6
"698"	"embarrassed"	"NotGradable"	8
"699"	"embarrassing"	"NotGradable"	4
"700"	"enthusiastic"	"NotGradable"	4
"701"	"exaggerated"	"NotGradable"	0
"702"	"excellent"	"NotGradable"	95
"703"	"exciting"	"NotGradable"	51
"704"	"expensive"	"NotGradable"	59
"705"	"extensive"	"NotGradable"	5
"706"	"fair"	"NotGradable"	0
"707"	"fantastic"	"NotGradable"	29
"708"	"fast"	"NotGradable"	24
"709"	"fat"	"NotGradable"	29
"710"	"few"	"NotGradable"	0
"711"	"fine"	"NotGradable"	274
"712"	"first"	"NotGradable"	0
"713"	"flat"	"NotGradable"	0
"714"	"fortunate"	"NotGradable"	9
"715"	"frail"	"NotGradable"	0
"716"	"freaky"	"NotGradable"	0
"717"	"free"	"NotGradable"	0
"718"	"french"	"NotGradable"	0
"719"	"friendly"	"NotGradable"	29
"720"	"frustrating"	"NotGradable"	7
"721"	"full"	"NotGradable"	165
"722"	"funny"	"NotGradable"	225
"723"	"furious"	"NotGradable"	5
"724"	"genuine"	"NotGradable"	0
"725"	"ghastly"	"NotGradable"	2
"726"	"glad"	"NotGradable"	42
"727"	"good"	"NotGradable"	0
"728"	"gorgeous"	"NotGradable"	20
"729"	"greasy"	"NotGradable"	3
"730"	"great"	"NotGradable"	467
"731"	"gross"	"NotGradable"	31
"732"	"guilty"	"NotGradable"	15
"733"	"hairy"	"NotGradable"	0
"734"	"handy"	"NotGradable"	17
"735"	"happy"	"NotGradable"	119
"736"	"hard"	"NotGradable"	255
"737"	"harsh"	"NotGradable"	6
"738"	"healthy"	"NotGradable"	0
"739"	"heavy"	"NotGradable"	62
"740"	"helpful"	"NotGradable"	14
"741"	"high"	"NotGradable"	190
"742"	"hilarious"	"NotGradable"	6
"743"	"honest"	"NotGradable"	17
"744"	"hopeless"	"NotGradable"	19
"745"	"horrible"	"NotGradable"	52
"746"	"hot"	"NotGradable"	0
"747"	"huge"	"NotGradable"	100
"748"	"hungry"	"NotGradable"	15
"749"	"ignorant"	"NotGradable"	4
"750"	"ill"	"NotGradable"	0
"751"	"important"	"NotGradable"	146
"752"	"impressive"	"NotGradable"	18
"753"	"inaccurate"	"NotGradable"	0
"754"	"incredible"	"NotGradable"	42
"755"	"independent"	"NotGradable"	28
"756"	"innocent"	"NotGradable"	7
"757"	"intellectual"	"NotGradable"	5
"758"	"intelligent"	"NotGradable"	14
"759"	"intense"	"NotGradable"	9
"760"	"interested"	"NotGradable"	0
"761"	"interesting"	"NotGradable"	0
"762"	"intolerant"	"NotGradable"	2
"763"	"irrelevant"	"NotGradable"	6
"764"	"keen"	"NotGradable"	34
"765"	"large"	"NotGradable"	82
"766"	"last"	"NotGradable"	0
"767"	"late"	"NotGradable"	54
"768"	"lazy"	"NotGradable"	11
"769"	"light"	"NotGradable"	27
"770"	"likely"	"NotGradable"	42
"771"	"limited"	"NotGradable"	0
"772"	"little"	"NotGradable"	870
"773"	"lonely"	"NotGradable"	0
"774"	"long"	"NotGradable"	370
"775"	"lovely"	"NotGradable"	158
"776"	"low"	"NotGradable"	58
"777"	"lucky"	"NotGradable"	74
"778"	"mad"	"NotGradable"	32
"779"	"maori"	"NotGradable"	0
"780"	"mean"	"NotGradable"	342
"781"	"mental"	"NotGradable"	0
"782"	"miserable"	"NotGradable"	0
"783"	"naive"	"NotGradable"	6
"784"	"narrow"	"NotGradable"	6
"785"	"nasty"	"NotGradable"	19
"786"	"natural"	"NotGradable"	62
"787"	"neat"	"NotGradable"	52
"788"	"necessary"	"NotGradable"	36
"789"	"negative"	"NotGradable"	14
"790"	"nervous"	"NotGradable"	27
"791"	"new"	"NotGradable"	1436
"792"	"next"	"NotGradable"	0
"793"	"nice"	"NotGradable"	0
"794"	"noisy"	"NotGradable"	7
"795"	"nonrefundable"	"NotGradable"	4
"796"	"obvious"	"NotGradable"	30
"797"	"odd"	"NotGradable"	70
"798"	"old"	"NotGradable"	600
"799"	"open"	"NotGradable"	0
"800"	"painful"	"NotGradable"	7
"801"	"pathetic"	"NotGradable"	10
"802"	"perfect"	"NotGradable"	29
"803"	"personal"	"NotGradable"	62
"804"	"plain"	"NotGradable"	18
"805"	"pleasant"	"NotGradable"	7
"806"	"pleased"	"NotGradable"	0
"807"	"political"	"NotGradable"	0
"808"	"poor"	"NotGradable"	126
"809"	"popular"	"NotGradable"	0
"810"	"positive"	"NotGradable"	35
"811"	"powerful"	"NotGradable"	19
"812"	"pretty"	"NotGradable"	56
"813"	"profound"	"NotGradable"	0
"814"	"proud"	"NotGradable"	24
"815"	"quick"	"NotGradable"	64
"816"	"quicker"	"NotGradable"	0
"817"	"quiet"	"NotGradable"	38
"818"	"radical"	"NotGradable"	10
"819"	"real"	"NotGradable"	0
"820"	"realistic"	"NotGradable"	4
"821"	"reasonable"	"NotGradable"	54
"822"	"relaxed"	"NotGradable"	3
"823"	"remarkable"	"NotGradable"	0
"824"	"rich"	"NotGradable"	21
"825"	"ridiculous"	"NotGradable"	26
"826"	"right"	"NotGradable"	882
"827"	"rough"	"NotGradable"	30
"828"	"rude"	"NotGradable"	26
"829"	"sad"	"NotGradable"	50
"830"	"safe"	"NotGradable"	32
"831"	"satisfactory"	"NotGradable"	0
"832"	"scarce"	"NotGradable"	2
"833"	"scary"	"NotGradable"	0
"834"	"secretive"	"NotGradable"	0
"835"	"secure"	"NotGradable"	7
"836"	"seedy"	"NotGradable"	4
"837"	"sensible"	"NotGradable"	15
"838"	"sensitive"	"NotGradable"	8
"839"	"separate"	"NotGradable"	38
"840"	"serious"	"NotGradable"	0
"841"	"sharp"	"NotGradable"	13
"842"	"short"	"NotGradable"	113
"843"	"shy"	"NotGradable"	0
"844"	"sick"	"NotGradable"	106
"845"	"silly"	"NotGradable"	42
"846"	"simple"	"NotGradable"	36
"847"	"skilled"	"NotGradable"	9
"848"	"slack"	"NotGradable"	0
"849"	"slow"	"NotGradable"	25
"850"	"small"	"NotGradable"	152
"851"	"smart"	"NotGradable"	18
"852"	"soft"	"NotGradable"	10
"853"	"solid"	"NotGradable"	15
"854"	"sore"	"NotGradable"	26
"855"	"sorry"	"NotGradable"	259
"856"	"special"	"NotGradable"	0
"857"	"straight"	"NotGradable"	0
"858"	"strange"	"NotGradable"	54
"859"	"strong"	"NotGradable"	66
"860"	"stubborn"	"NotGradable"	2
"861"	"stupid"	"NotGradable"	78
"862"	"subtle"	"NotGradable"	4
"863"	"successful"	"NotGradable"	30
"864"	"sure"	"NotGradable"	378
"865"	"suspicious"	"NotGradable"	8
"866"	"sweet"	"NotGradable"	30
"867"	"talented"	"NotGradable"	6
"868"	"tall"	"NotGradable"	35
"869"	"technical"	"NotGradable"	0
"870"	"terrible"	"NotGradable"	95
"871"	"thick"	"NotGradable"	17
"872"	"thin"	"NotGradable"	25
"873"	"thorough"	"NotGradable"	0
"874"	"tidy"	"NotGradable"	0
"875"	"tight"	"NotGradable"	22
"876"	"tiny"	"NotGradable"	14
"877"	"tired"	"NotGradable"	0
"878"	"top"	"NotGradable"	99
"879"	"tough"	"NotGradable"	0
"880"	"trendy"	"NotGradable"	6
"881"	"tricky"	"NotGradable"	9
"882"	"true"	"NotGradable"	265
"883"	"typical"	"NotGradable"	21
"884"	"ugly"	"NotGradable"	14
"885"	"uncomfortable"	"NotGradable"	0
"886"	"unfair"	"NotGradable"	13
"887"	"unfriendly"	"NotGradable"	2
"888"	"unhappy"	"NotGradable"	5
"889"	"unlikely"	"NotGradable"	0
"890"	"unrelated"	"NotGradable"	2
"891"	"unusual"	"NotGradable"	19
"892"	"upset"	"NotGradable"	20
"893"	"useful"	"NotGradable"	0
"894"	"vague"	"NotGradable"	7
"895"	"vain"	"NotGradable"	3
"896"	"valid"	"NotGradable"	5
"897"	"valuable"	"NotGradable"	11
"898"	"vicious"	"NotGradable"	0
"899"	"violent"	"NotGradable"	15
"900"	"visual"	"NotGradable"	13
"901"	"vital"	"NotGradable"	9
"902"	"vivid"	"NotGradable"	5
"903"	"warm"	"NotGradable"	45
"904"	"weak"	"NotGradable"	9
"905"	"wealthy"	"NotGradable"	6
"906"	"weird"	"NotGradable"	40
"907"	"wet"	"NotGradable"	44
"908"	"white"	"NotGradable"	174
"909"	"wicked"	"NotGradable"	34
"910"	"wide"	"NotGradable"	63
"911"	"widespread"	"NotGradable"	8
"912"	"windy"	"NotGradable"	0
"913"	"witty"	"NotGradable"	3
"914"	"wonderful"	"NotGradable"	93
"915"	"worried"	"NotGradable"	5
"916"	"worse"	"NotGradable"	0
"917"	"worth"	"NotGradable"	0
"918"	"worthwhile"	"NotGradable"	21
"919"	"wrong"	"NotGradable"	201
"920"	"young"	"NotGradable"	225
"921"	"yummy"	"NotGradable"	19
